account_id,operation,amount,balance,k_symbol,bank,account,time_diff,type
2356,0,4803,16626,0,13,7665,281,2
1805,0,4471,26429,1,1,5087,330,1
1819,3,5195,38801,5,11,6616,243,1
2628,0,5656,12902,7,3,4323,280,2
37,5,14,28350,6,13,7665,414,2
1819,5,6849,6915,7,12,0,311,2
4272,5,2692,18949,7,13,7665,424,1
2761,4,3379,14442,7,6,2651,466,0
2580,0,4902,36667,7,7,6722,85,1
706,3,43,4643,5,3,3804,467,1
515,5,6762,10463,7,13,7665,248,2
3140,3,60,23256,3,8,1294,280,0
550,2,347,35555,0,13,7665,458,1
3978,5,615,21029,7,7,4368,352,2
2855,3,70,45105,7,13,7665,460,0
473,0,5046,28393,7,12,4919,219,1
825,2,5229,34923,0,8,4252,456,2
3140,2,24460,15801,7,13,7665,360,1
2828,2,3739,32506,7,13,7665,76,1
2918,0,25879,35274,7,13,7665,281,1
2416,5,58,41459,3,13,7665,288,2
900,5,73,28088,6,10,1434,340,2
3571,4,3511,22829,5,5,2094,460,2
3757,4,611,17311,7,13,7665,386,2
3086,0,4139,24366,7,13,7665,199,1
2761,3,58,26856,3,10,3265,370,1
4334,5,14,46428,6,13,7665,460,2
2490,4,2329,13380,7,13,7665,248,1
603,3,26,52429,1,3,1607,246,2
1379,3,165,55179,7,13,7665,464,2
1401,2,41411,34804,7,8,3804,279,1
1080,5,15053,58591,7,13,7665,457,2
4047,0,161,15425,3,8,5725,375,2
2629,3,77,47585,5,5,6007,211,2
3730,2,40054,17083,7,13,7665,455,1
2239,5,14,18154,6,13,7665,342,2
4049,4,827,18663,7,0,3804,368,2
3518,4,6748,23103,0,13,7665,294,2
31,2,15181,59254,7,12,5336,211,1
3808,5,2957,37279,7,13,7665,275,1
3721,5,14,30285,6,1,957,324,2
2925,4,3104,21847,0,13,7665,363,2
4468,5,1083,636,0,13,7665,393,2
2490,4,628,59993,7,13,7665,417,2
3367,2,784,36116,7,3,6038,370,1
243,4,5109,2199,7,13,7665,410,2
721,2,572,1284,7,13,7665,418,1
4144,0,35783,23403,7,2,1594,275,2
713,3,153,44939,0,13,7665,405,2
2580,5,642,22914,7,13,7665,331,2
3923,5,9543,23810,7,13,7665,283,1
3201,3,171,23881,3,13,7665,438,1
1959,4,280,19840,6,1,4007,416,2
3106,0,31763,75336,1,1,4784,274,2
537,5,23914,45133,6,13,7665,415,1
438,4,2232,22785,7,0,0,346,2
4317,0,2082,15610,7,13,7665,461,1
4276,4,1511,16333,2,13,7665,407,1
1313,2,5544,35091,5,9,5725,280,1
3060,0,8966,46596,0,13,7665,458,2
2065,4,8,16958,7,6,792,158,2
3518,4,15,23115,6,3,7665,303,2
345,4,6638,16457,0,13,7665,438,2
1549,5,4494,54117,7,13,7665,141,1
1080,0,3530,24111,0,13,7665,279,2
3367,5,10609,37673,7,13,7665,405,2
2342,0,3516,16290,3,13,7665,408,1
37,0,3384,12978,7,13,7665,274,1
2412,5,26635,42593,7,13,7665,210,1
2177,4,578,48525,7,13,7665,365,2
3505,5,7517,147247,7,13,7665,264,1
4367,4,1062,30066,7,13,7665,383,2
4281,0,5564,35003,1,3,2924,145,2
2356,4,2228,28450,0,13,7665,383,2
3062,5,14,24348,6,13,7665,354,2
257,0,10418,41622,7,13,7665,169,1
4220,5,872,468,7,4,1670,398,2
2761,4,8062,46521,7,13,7665,390,2
1080,0,4585,23034,1,2,792,252,2
209,3,79,28813,3,13,7665,349,2
2698,5,3728,26980,0,5,5087,179,2
2563,5,882,22292,7,8,957,317,1
2855,3,11,43428,7,13,7665,345,1
515,2,13817,29418,7,13,7665,9,1
515,4,19192,57580,7,13,7665,294,2
2563,3,118,7425,3,4,3342,336,2
4367,5,12778,44406,7,13,7665,336,1
4384,5,6359,80257,7,13,7665,463,1
596,3,84,43996,3,13,7665,269,1
1428,0,4814,26617,1,4,5087,409,1
2740,5,3493,36229,7,13,7665,337,1
4184,4,2254,27569,7,4,5852,412,2
4415,5,2216,80421,0,13,7665,459,2
1819,5,2962,26882,0,13,7665,376,2
257,5,2190,17333,7,13,7665,434,2
3140,4,3762,41947,5,0,2683,249,2
2855,5,25118,88643,7,13,7665,458,1
3806,0,39861,53360,7,1,5217,167,1
1610,5,1905,21377,0,13,7665,325,2
362,3,8,4564,3,1,5852,347,2
31,4,2078,313,7,5,1594,457,2
1080,0,651,65713,7,13,7665,429,1
2356,4,4838,27313,0,10,4575,460,2
1076,0,6668,37274,7,11,2651,337,1
1782,0,9332,47465,7,3,863,417,1
2048,4,2917,37446,1,11,1297,257,2
1141,4,2500,23461,7,13,7665,370,2
1080,4,3127,24207,1,10,4840,459,2
3140,4,2024,53811,0,13,7665,249,2
330,4,1105,23528,0,13,7665,460,2
4220,2,2203,35054,7,13,7665,250,1
1915,2,45,56853,3,12,322,273,1
2483,5,3015,45512,7,13,7665,331,2
2440,4,3302,24940,7,9,5725,415,2
515,5,3376,9841,7,13,7665,405,2
3952,0,4036,69197,7,13,7665,221,1
4042,5,7840,26949,7,13,7665,287,1
3730,4,10887,16557,7,13,7665,385,1
1272,5,879,660,7,13,7665,478,2
1522,5,5368,26925,0,9,636,372,2
1080,5,2246,21811,0,13,7665,407,2
515,5,6850,31294,0,13,7665,254,1
1591,2,19307,77507,5,10,7665,274,1
2855,5,15,17308,7,8,3596,169,2
4468,5,21367,70436,7,13,7665,305,2
345,0,8051,67,7,13,7665,459,2
2902,4,13798,31312,0,12,433,309,2
825,4,516,52139,3,13,7665,387,2
2629,1,4,34598,7,7,7665,342,1
2177,5,14,17079,6,13,7665,339,1
58,2,1978,7081,5,11,2734,277,2
4084,4,14188,45739,7,13,7665,315,2
209,2,68,16167,7,13,7665,52,1
3861,4,3020,95620,7,5,7665,166,2
1350,3,78,18847,3,8,1294,263,1
1023,5,743,22238,3,13,7665,407,1
3721,0,38400,60240,7,3,4446,462,1
1870,2,26207,60314,7,13,7665,421,1
2855,4,15,49035,6,8,5725,277,2
2797,4,7504,58557,7,13,7665,298,2
1428,5,5429,24138,0,13,7665,400,2
1082,4,4474,34477,0,3,3622,419,2
4047,3,137,26131,3,13,7665,458,2
1341,3,11014,38369,3,2,1670,200,1
2761,3,1785,37017,3,3,5294,359,2
4220,4,6544,7139,7,8,1928,345,2
3513,4,2646,41339,0,13,7665,372,2
4184,3,17837,58861,3,13,7665,402,1
3060,4,4013,20449,5,0,7549,445,1
1490,2,434,23757,7,8,3537,275,2
2761,5,20408,23813,0,13,7665,296,1
3060,0,5741,25878,7,13,7665,455,2
2902,3,135,36982,3,12,4561,435,2
3721,4,3281,23862,7,0,7297,296,2
2563,5,111,30100,3,4,4274,420,2
423,2,23900,-504,7,13,7665,185,1
2440,4,4106,43380,7,13,7665,434,0
3106,2,15676,27191,7,11,4919,291,1
3861,4,3097,34513,7,4,1953,411,2
2677,0,1552,16110,7,2,2516,462,1
1401,0,5833,34147,7,13,7665,249,2
2547,5,49,16301,0,13,7665,410,2
2860,5,14,33338,6,4,4368,341,2
622,5,2845,21594,0,13,7665,416,2
4283,4,9263,28673,5,0,1739,346,2
1350,4,3121,36430,7,13,7665,417,2
3106,4,6729,41860,1,5,4919,382,2
843,4,277,733,7,13,7665,419,2
2785,0,6713,14278,7,13,7665,311,1
700,5,14,61065,6,13,7665,403,2
2855,4,3806,20273,0,13,7665,419,2
515,0,6373,23539,7,2,7665,338,1
2785,4,1124,60090,0,13,7665,308,2
3559,5,214,16536,0,13,7665,462,2
209,5,1831,53706,7,13,7665,420,2
2356,3,6704,29028,5,12,957,314,2
2073,4,2754,35358,7,13,7665,372,1
2902,2,1983,57041,2,13,7665,423,0
2483,5,9043,26407,7,13,7665,227,1
2629,4,267,36540,7,6,2296,309,2
1587,5,195,30262,3,13,7665,421,1
3965,4,169,44021,3,13,7665,428,0
1138,4,7492,43120,0,13,7665,249,2
4054,5,5788,36364,3,13,7665,390,1
1870,2,3486,28826,7,13,7665,445,1
1782,5,14,13425,6,13,7665,426,2
4468,4,15,536,7,11,5852,391,2
1959,3,88,30777,7,13,7665,80,1
1610,4,53,17876,3,3,5966,464,2
4283,4,1534,15814,0,9,358,179,2
973,0,3980,13624,5,8,5636,452,2
3844,3,24,23169,3,13,7665,357,1
1401,5,17190,37405,7,13,7665,161,1
3465,3,51,20406,3,9,4955,450,1
4047,0,4026,16548,7,13,7665,240,1
1178,5,764,21952,7,13,7665,232,1
3140,4,662,8540,7,13,7665,392,2
2065,0,5479,20830,7,5,2638,461,2
1080,4,3803,26429,0,13,4007,371,2
1915,0,14933,25444,5,12,989,360,2
1832,2,26220,33949,7,13,7665,274,1
600,4,4336,6543,5,0,2734,407,2
426,3,100,30036,3,4,7665,395,2
3140,0,6375,22883,0,13,79,92,1
2458,3,118,55001,7,13,7665,61,1
2350,5,59,13315,7,13,7665,455,2
1688,4,1252,23880,7,13,7665,380,2
4468,4,76,33126,0,12,4252,315,2
4042,4,7908,47325,7,0,6722,426,2
209,0,5203,14125,7,6,5636,450,2
4250,5,73,43576,6,13,7665,381,2
600,5,132,15558,3,13,7665,236,1
1495,5,13404,36448,7,13,7665,119,1
2902,5,3039,35003,7,13,4369,421,0
37,2,18508,58647,7,13,7665,443,2
3784,2,33683,16615,7,13,7665,389,1
4468,5,6272,35114,7,13,7665,215,1
1688,1,21740,38520,7,10,3537,411,2
2490,4,1600,17750,0,13,7665,340,2
426,0,7318,42958,7,5,4252,378,2
3489,4,242,30402,6,4,7202,427,2
3923,5,1337,82766,7,13,7665,269,2
4023,5,14,35282,6,3,1787,189,2
1870,3,203,44785,3,11,6418,340,2
1014,0,1865,13414,5,7,6642,167,1
4023,0,2988,22051,7,11,5611,81,1
2580,5,2659,22546,7,13,7665,168,1
186,2,3884,12658,7,13,7665,169,1
2416,0,12,16259,7,13,7665,408,1
2177,5,8013,53155,7,13,7665,464,2
825,2,2816,64246,7,8,3908,280,2
194,4,72,17300,3,1,4840,185,2
2761,3,126,44321,7,13,7665,428,1
3721,2,3658,22853,7,9,4946,376,2
1724,5,2860,25205,7,13,7665,286,1
3571,2,26452,79066,7,13,7665,282,1
3335,4,5464,23486,0,13,7665,306,2
1080,4,1193,27684,7,1,5087,217,2
1990,2,34,203,7,0,5611,440,1
345,4,897,32141,0,13,7665,375,2
2761,4,4779,22976,5,1,5294,427,2
2855,0,978,15491,7,3,2623,457,1
939,4,139,23450,3,9,322,458,2
3489,3,137,5513,3,13,7665,242,1
3489,5,15,33358,7,4,7665,435,2
843,4,30,56974,0,10,7202,441,2
1688,0,3330,21355,7,10,6062,326,1
2818,5,3432,23058,7,13,7665,413,2
4184,5,6247,27192,0,13,7665,310,1
959,3,131,57008,3,11,6393,119,1
2563,3,127,19287,7,13,7665,176,1
2105,0,4956,40766,4,5,2734,166,1
3062,4,10438,41891,0,10,6722,313,2
1141,4,1088,46495,7,13,7665,308,2
3140,4,2367,37362,0,13,7665,428,2
4250,5,5092,22124,7,13,7665,338,1
455,0,6436,23196,7,13,7665,151,1
1332,4,11911,84700,7,13,7665,215,2
1080,5,14,48059,7,13,7665,460,2
1587,4,2033,21425,0,13,7665,215,2
2902,4,2521,43879,7,13,7665,341,1
4214,3,161,12858,5,11,4803,218,1
1272,0,5648,16952,5,7,6731,232,1
844,5,133,26552,3,13,7665,250,1
1819,5,14,14641,6,13,7665,296,2
4313,3,107,30354,3,13,7665,404,2
2177,4,5294,45468,0,13,7665,426,1
2761,3,122,26562,3,13,7665,462,1
1076,4,7607,44007,7,13,7665,130,2
959,5,14,19670,6,13,7665,278,2
1697,5,11717,46577,7,13,7665,272,1
3978,5,16990,9519,6,5,1012,346,2
825,3,160,42204,3,13,7665,99,1
4468,0,3648,58825,7,13,7665,340,1
3965,2,8737,22580,3,9,2094,460,2
2761,0,183,24742,3,13,7665,145,1
4334,0,11868,11671,7,13,7665,369,1
4283,3,119,20016,3,9,6418,425,2
2356,5,6677,31627,7,13,7665,418,2
2902,0,6400,22310,7,13,7665,164,1
1023,3,40,39769,3,9,3976,460,2
2902,3,9,21336,3,0,3800,259,2
3253,4,4107,34744,7,3,7665,424,2
3140,1,32169,52606,0,13,7665,448,2
1680,5,191,35288,0,13,7665,416,2
2761,4,66,22696,5,10,1055,417,2
264,0,5804,17018,3,13,7665,425,1
1066,4,188,6345,7,3,7665,164,1
2065,4,2858,19516,7,3,3184,446,2
3140,4,51,63585,7,13,7665,256,2
2841,4,1096,17871,7,4,6791,429,2
1646,5,78,24569,6,13,7665,258,2
3357,2,37808,24261,7,13,7665,171,1
3140,4,3552,56173,0,13,7665,283,2
1646,3,25205,26908,0,8,4274,225,2
4033,5,8474,59263,7,13,7665,450,2
905,2,676,15576,7,13,7665,332,1
1870,2,5810,31520,7,12,7665,457,2
2677,4,3592,15008,0,13,7665,426,2
345,0,3414,30779,7,13,7665,453,1
1819,5,22006,62364,7,13,7665,115,2
2412,5,824,56312,0,13,7665,218,1
4250,4,1994,32148,7,13,7665,327,2
3721,3,120,69551,3,8,3947,462,2
3086,4,3867,23362,1,12,2047,458,2
4317,0,3392,21252,7,13,7665,307,1
2761,5,5304,23938,6,13,7665,427,2
4468,5,7130,78105,7,13,7665,273,2
1782,2,1624,74186,7,13,7665,440,1
1,0,5121,48356,7,5,3976,278,2
3402,4,2331,22755,7,13,7665,468,2
1728,2,3266,58137,7,13,7665,459,2
3559,4,20526,24681,7,13,7665,308,2
4033,2,591,18264,7,9,1928,212,1
905,2,1808,18128,5,0,3537,378,2
3721,3,77,16551,7,9,1953,407,2
3097,0,242,27940,7,13,7665,244,2
2563,3,191,29051,3,11,4494,442,1
843,0,144517,27078,7,13,7665,458,1
1,3,90,26504,0,13,6339,412,2
3062,4,2255,20785,7,9,5636,345,2
4033,5,25297,56279,0,13,7665,407,2
4317,0,15182,16755,7,13,7665,74,1
1495,4,1583,22198,0,13,7665,422,2
600,0,27220,40137,7,13,7665,158,1
3511,1,5745,16847,6,6,6625,414,2
3367,2,19212,137052,7,13,7665,445,1
3086,5,1729,53093,0,13,7665,369,2
1,0,4551,23463,7,13,7665,432,1
2855,3,64421,44996,7,13,7665,468,1
721,5,5835,25380,7,13,7665,428,2
3730,4,2557,25887,7,13,7665,344,2
2440,5,619,59043,5,2,6631,262,2
2761,3,173,16250,3,4,2776,415,1
2761,5,31129,78158,7,13,7665,448,1
1080,4,2152,454,7,8,0,470,2
108,0,5859,8054,7,13,7665,253,1
2761,5,11676,26984,4,8,7418,380,2
900,4,8363,16880,7,13,7665,293,0
2177,3,2,20979,3,8,4323,382,1
1207,2,3180,35585,7,0,7665,348,2
4468,4,885,15727,7,13,7665,437,2
345,4,1724,28338,0,5,7665,305,2
2105,4,980,16873,2,13,7665,397,2
243,2,18858,29922,7,13,7665,459,2
4023,3,195,19014,3,13,7665,404,2
1724,2,459,871,7,13,7665,389,1
2818,4,2127,23007,7,13,7665,480,2
4224,3,91,29336,3,10,1670,250,2
1990,2,4919,43059,5,8,1294,240,2
4313,5,7419,21088,0,5,4558,455,1
1819,2,6159,3278,5,10,4615,215,1
3644,0,14814,41064,7,13,7665,449,1
243,2,23849,36750,7,13,7665,66,1
1495,4,5549,22295,0,5,641,433,2
3501,3,847,20195,3,12,7645,282,2
1857,5,1954,36397,0,13,7665,366,2
669,5,168,16933,7,13,7665,456,2
1272,2,4815,70523,7,13,7665,456,2
1819,5,22492,36020,7,13,7665,284,2
1178,0,3320,17577,1,11,4919,278,2
2483,3,142,21527,3,4,3845,411,2
3511,0,23337,41358,7,4,1988,432,1
2483,4,2214,27404,7,9,3774,315,2
1697,0,5303,20435,4,1,3106,382,1
1278,5,1801,33869,0,13,7665,401,2
4029,2,5259,28295,5,10,5904,166,2
4029,3,120,17801,3,13,7665,381,1
4313,0,144,11273,1,12,989,338,1
1141,2,206,21887,3,0,6901,461,1
706,4,3102,34542,1,12,7461,465,2
345,4,1914,42238,7,13,7665,279,2
473,5,3058,43559,7,13,7665,248,2
1147,4,6431,29019,5,10,4698,211,2
4283,5,5305,10387,0,13,7665,430,2
4144,0,11204,15669,7,13,7665,35,1
1591,2,1854,16180,1,9,6935,291,2
1080,5,6135,38923,7,13,7665,475,2
550,2,309,22340,7,12,4274,446,1
3812,4,1266,15913,7,13,7665,425,1
4272,0,3652,22693,0,5,5087,460,2
1080,0,3095,12064,7,11,6418,428,1
473,2,8455,7958,1,10,2094,320,2
721,4,14921,63933,7,13,7665,368,2
3106,5,127,34593,7,13,7665,375,2
2048,2,6203,7807,5,8,4946,366,1
2105,5,2821,34399,6,13,7665,387,2
3253,0,20303,30628,6,9,846,209,2
473,4,3778,37501,1,3,3026,459,2
3140,4,10487,23338,7,5,6963,311,2
3559,0,3440,27890,0,13,7665,409,1
2919,4,5142,35400,5,4,6426,409,2
2761,2,6280,27391,7,7,4368,337,1
362,5,1020,3818,6,8,6731,354,2
1724,5,4452,28495,7,13,7665,375,2
3559,3,16,21839,7,2,3538,455,1
939,5,7494,31164,7,13,7665,235,2
4468,4,2365,57364,7,4,1988,340,2
2841,2,3492,24865,7,5,7613,318,1
186,0,5363,27566,1,10,6615,386,2
243,3,122,36123,5,2,863,162,1
2828,2,378,1401,7,13,7665,267,2
1688,5,15,40335,0,13,7665,437,2
4023,2,103,57720,6,11,1988,277,2
4042,4,3226,16468,7,2,1057,341,2
2440,5,4869,22338,0,13,7665,441,2
2105,4,2370,1647,0,12,6827,362,2
1377,3,156,57793,3,13,7665,416,1
2902,4,13,9199,3,9,6108,414,2
4144,0,6609,21653,7,13,7665,386,1
3060,0,3679,20144,7,10,4558,454,2
2628,5,6192,29435,0,13,7665,311,0
622,5,14217,51403,6,13,7665,386,2
3571,0,12191,39225,7,13,7665,57,1
2902,2,884,35263,7,13,7665,208,1
2120,4,6640,28700,0,13,3788,408,2
2902,2,27520,55671,7,13,7665,301,2
1,4,6237,42329,5,11,2970,190,2
3140,2,14207,36431,7,13,7665,381,2
3397,5,6,31399,3,13,7665,300,2
2894,4,2964,35674,7,11,792,254,2
4313,5,82,24405,7,13,7665,455,1
4283,5,14,29604,6,13,7665,376,2
3402,2,10036,6423,3,9,0,294,0
4224,5,13,26931,6,10,3484,379,2
3060,1,36,4503,7,13,7665,429,1
2563,3,172,45147,3,12,4007,97,1
1,4,4620,6974,0,7,6418,421,2
73,2,29999,41084,7,13,7665,418,1
345,4,1741,24046,0,13,7665,168,2
3721,2,952,20223,7,9,2623,381,1
2677,5,8312,22631,6,13,7665,438,2
4190,5,383,649,7,13,7665,278,2
1094,5,16,48285,6,13,7665,318,2
126,4,2620,29441,7,8,1055,430,2
4468,0,32190,18126,0,13,7665,213,2
31,0,5401,47887,0,13,7665,437,2
1681,3,74,43458,3,13,7665,406,2
4091,4,136,39718,0,13,7665,275,2
3097,4,1888,36773,7,13,7665,464,2
2490,5,15899,32903,7,13,7665,370,1
603,3,233,427,7,11,3804,437,1
3357,4,12269,16441,7,13,7665,458,2
550,2,1306,436,7,10,3384,429,0
596,2,13170,16658,7,4,7549,201,2
4283,5,136,44309,3,13,7665,405,2
3402,4,3083,26642,0,9,3384,456,2
550,2,35022,73151,7,13,7665,333,1
3106,4,3097,27270,3,8,5336,336,2
380,5,14,35210,7,13,7665,453,1
825,0,96,25506,3,9,6038,452,1
2563,4,3469,27120,7,5,6683,237,2
1080,4,3204,25756,0,13,7665,466,2
4094,2,20173,53936,7,13,7665,330,1
1857,0,4243,40761,7,2,7665,377,1
2450,4,5600,32740,0,11,4803,438,2
1080,5,2465,26357,0,13,7665,463,1
4023,3,20852,46335,5,8,6108,314,2
4220,5,94,18283,3,13,7665,174,1
514,5,14334,77625,7,13,7665,161,2
1634,3,68,36199,3,8,322,307,0
1870,4,2850,26840,1,1,5217,419,2
4367,5,30256,31867,7,2,5611,321,1
1907,5,14,17817,6,13,7665,408,2
376,2,25639,72095,7,13,7665,203,1
1870,5,3223,27313,7,13,7665,335,1
2855,0,4454,22059,7,13,0,250,2
31,3,2212,35515,1,0,2904,469,2
2580,4,3858,58520,7,10,1988,463,2
3721,4,1705,36721,1,9,433,312,2
362,5,149,45328,3,5,2828,339,2
3505,0,6935,6146,5,0,6616,213,1
2563,4,1771,37216,7,13,7665,357,2
4184,5,249,32048,0,4,4802,258,2
821,3,7726,45504,7,13,7665,279,1
3336,3,144,45850,7,13,7665,405,1
3106,5,1020,26646,6,13,7665,393,2
4041,0,1218,24492,7,13,7665,238,1
3965,5,80,58146,7,13,7665,386,2
1428,3,17846,13909,3,13,7665,359,1
3633,4,1120,67354,7,13,7665,447,2
2855,5,19232,68401,7,13,7665,459,2
3465,4,965,19862,0,7,5087,374,2
2902,3,125,75978,3,13,7665,116,1
1456,4,5138,66599,5,5,792,182,2
4089,4,528,55358,0,13,7665,441,1
4144,4,2155,26823,7,11,3800,382,2
1916,5,25694,48205,0,7,2379,281,1
4283,4,2987,30394,7,13,7665,249,2
421,5,24266,27389,7,13,7665,277,1
2429,4,2696,27194,0,13,7665,383,2
1,5,7076,24352,7,13,7665,351,2
825,2,6585,35605,0,6,4369,459,2
550,5,2013,15796,7,13,7665,294,2
4468,2,10554,59992,7,13,7665,454,2
4144,2,18457,57969,3,13,7665,428,1
2902,0,15444,17033,7,13,7665,168,1
1401,0,3993,38832,5,2,2980,281,1
264,5,14,13745,0,13,7665,397,2
2356,5,2269,35855,7,13,7665,364,1
1178,2,3,21058,7,6,5649,274,1
2925,5,306,69191,7,13,7665,302,2
1805,5,604,22742,7,13,7665,333,2
1147,5,14,32744,6,13,7665,442,2
1110,4,4805,19281,7,13,7665,379,2
3687,4,1284,22951,0,13,7665,283,2
4311,4,8307,32665,7,5,6722,334,2
376,5,2838,23415,7,13,7665,448,1
1064,5,196,16451,0,13,7665,438,2
600,0,5699,59293,0,3,5815,314,2
2416,3,97,29264,7,13,7665,341,2
3806,4,1452,24282,5,8,5087,379,2
2677,3,8,12630,5,3,3035,481,1
403,4,3873,29670,7,13,7665,398,2
1870,4,16,16215,3,13,7665,391,2
1,5,9654,14441,7,13,7665,265,1
2828,4,1286,761,0,3,4843,347,2
3060,0,32068,35975,7,13,7665,461,1
345,3,28,40395,3,9,0,215,1
4023,0,10604,9027,3,13,7665,262,1
3367,0,4202,41893,7,10,6508,177,1
4023,4,5296,47442,0,13,7665,314,2
194,4,24757,46282,5,3,2021,393,2
4041,0,16492,35245,7,13,7665,76,1
2374,4,4622,26045,7,2,7665,205,1
1014,5,8797,18058,7,13,7665,279,2
4159,2,151,54540,7,13,7665,345,2
3806,3,196,37122,5,1,863,457,1
600,0,46878,39821,0,13,7665,461,1
31,5,73,32674,7,13,7665,255,1
1080,5,3081,59958,7,13,7665,350,2
3785,0,8928,41347,7,11,2773,86,1
3060,5,2262,40298,7,13,7665,282,2
2136,3,35,63168,3,13,7665,283,1
4144,0,3722,21880,7,13,0,240,2
1603,4,5,36847,7,13,7665,448,2
4054,4,84,39223,0,13,7665,335,2
4220,4,1150,35472,0,13,7665,376,2
31,0,5537,15845,7,13,7665,165,1
1990,3,199,14767,3,4,7202,246,2
1401,3,158,36947,7,13,7665,372,1
1212,3,134,40824,7,13,7665,98,1
1610,2,1,41168,7,13,7665,132,1
4159,2,4085,15926,7,7,0,334,2
3357,3,7002,19319,7,13,7665,467,1
99,5,14802,34474,7,13,7665,213,1
2312,5,2337,21798,7,13,7665,186,2
1334,4,6233,36123,0,5,1291,445,2
4184,4,2313,35485,7,13,7665,378,2
4283,4,14,34465,6,2,7665,370,2
3140,4,1836,36646,7,13,7665,375,2
4313,0,63527,59217,7,13,7665,379,1
1428,5,6475,36504,7,2,7665,204,1
3991,2,39269,41333,7,13,7665,273,2
3357,5,3083,7911,7,13,7665,175,1
3335,2,3821,59379,7,13,7665,447,2
622,5,15,24887,7,13,7665,402,0
1870,2,13801,18641,5,0,2026,312,2
900,2,2966,21550,7,13,7665,417,1
3332,5,11997,43962,7,13,7665,214,1
1603,2,5724,20776,1,11,6827,403,1
2458,5,3644,41009,7,13,7665,277,1
1973,5,176,43599,3,8,7418,323,2
1547,5,1120,22416,0,13,7665,394,2
3116,4,1523,25879,7,2,7665,292,2
426,5,149,49854,7,13,7665,406,2
2337,5,14,31665,6,13,7665,418,1
947,4,1651,18722,7,0,7379,459,2
2855,0,147,56088,7,13,7665,276,1
243,2,11795,81104,7,13,7665,75,1
1688,5,18843,83732,7,13,7665,314,2
3991,1,6959,29829,6,12,6722,272,1
2177,4,2195,33027,7,13,7665,338,2
3806,3,62,11033,3,1,863,278,1
1805,4,14296,34128,0,13,7665,416,2
1080,2,23193,24010,7,8,5336,415,1
263,5,1820,36529,7,13,7665,375,2
426,0,4907,25795,7,13,7665,212,0
1401,0,2632,46123,7,13,7665,84,1
4283,4,4143,28297,0,13,7665,404,2
705,2,79,47769,7,0,7665,271,2
1094,5,14,21158,6,4,5266,408,2
2925,5,12354,50737,7,13,7665,454,0
3559,0,6046,53546,3,13,7665,381,1
1522,5,14,27636,6,13,7665,309,2
514,5,20,23942,0,13,7665,421,2
1066,5,14,23760,6,13,0,393,2
4462,3,132,39133,6,13,7665,369,2
3721,3,72,17687,3,9,768,413,2
3116,4,606,17374,7,11,7662,459,2
519,5,12008,66713,7,13,7665,403,1
3511,2,7542,44080,7,13,7665,426,1
305,5,6678,50083,0,1,2623,219,2
3060,0,3561,16169,0,11,6466,374,2
3099,4,3663,30391,0,13,7665,441,2
3513,0,18257,15703,7,13,7665,256,1
4313,2,88,40460,7,13,7665,90,1
4076,2,31102,44509,7,13,0,297,1
1428,4,6850,28264,7,5,3947,193,1
2337,5,506,47689,7,0,0,357,2
271,2,15385,44861,7,13,7665,265,1
34,0,3556,27718,7,13,7665,240,2
1162,5,3773,60180,7,13,7665,384,1
3501,5,2382,45781,7,11,6466,463,2
2629,2,4768,31356,5,6,6108,463,2
4367,0,3682,33129,7,13,7665,462,1
4367,5,775,24314,7,10,4558,209,0
1,0,41350,45019,7,13,7665,393,1
4111,3,101,16526,3,3,6878,214,2
3054,3,6,15485,7,3,4163,291,2
3106,4,1164,682,0,13,7665,475,2
2073,3,19,24114,0,13,7665,337,1
2918,5,344,36711,7,13,7665,251,1
2356,4,3078,25527,1,10,2047,455,2
3327,2,13901,18089,7,9,3537,457,1
4184,3,210,21917,3,13,7665,210,1
3551,0,5178,38131,7,13,7665,261,1
3367,2,5698,58376,5,10,2623,461,2
2855,5,14,36011,6,8,0,274,1
1098,0,128,20999,7,13,7665,413,1
2412,5,4872,18356,0,13,7665,311,0
4023,5,2204,36853,7,13,7665,159,1
3501,4,3345,25732,0,7,4803,450,2
2378,3,82,17803,3,13,7665,81,1
723,4,554,40569,7,13,7665,168,1
4023,5,612,534,7,13,7665,310,0
3063,4,51955,20106,7,1,6393,456,2
1141,5,73,20636,6,0,3054,278,2
4468,5,18598,74328,7,13,7665,276,2
4091,0,7094,16412,0,13,7665,249,1
3505,5,141,16111,3,13,7665,447,1
3721,0,7826,6846,3,0,4946,462,1
1603,4,6616,19613,0,13,7665,428,2
3153,2,1337,660,7,13,0,279,1
4468,4,519,54976,7,13,7665,181,2
345,5,2449,77954,1,7,4368,323,0
114,5,40572,45367,7,3,6393,379,2
4272,5,3020,24484,7,13,7665,458,1
1405,5,76,28378,0,13,7665,404,2
2292,0,26576,22605,7,2,5611,81,1
2902,2,34269,1765,7,9,5678,281,2
4047,4,589,55491,7,13,7665,414,2
2860,5,19532,45493,0,11,4803,189,2
1080,4,1710,10222,0,13,7665,419,2
2761,4,81,21077,3,10,1607,252,2
4095,2,24783,4811,7,9,5636,458,1
2450,3,43,22195,1,1,6625,268,2
596,3,104,53510,3,10,1087,306,1
2925,5,824,22041,7,13,7665,464,2
34,5,1541,24108,7,13,7665,450,2
3730,2,20731,17186,7,13,7665,213,1
4023,5,19766,42965,7,13,7665,386,1
2902,4,4268,28095,0,12,3908,409,2
